gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Female,0,No,59,Yes,Yes,Fiber optic,Month-to-month,101.1,Yes
Male,1,Yes,64,Yes,Yes,DSL,Two year,24.4,No
Male,0,No,36,Yes,Yes,Fiber optic,Month-to-month,95,No
Female,0,No,3,Yes,Yes,DSL,Month-to-month,50.65,Yes
Male,0,No,61,Yes,Yes,DSL,Two year,69.9,No
Male,0,Yes,26,No,No,DSL,One year,39.95,No
Female,0,No,1,Yes,No,DSL,Month-to-month,55.4,Yes
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,90.6,Yes
Male,0,Yes,68,Yes,No,Fiber optic,Two year,103.25,No
Male,1,No,2,Yes,Yes,Fiber optic,Month-to-month,86.85,Yes
Female,0,No,72,Yes,Yes,Fiber optic,Two year,94.25,No
Female,0,No,71,No,No,DSL,Two year,47.05,No
Male,0,No,57,Yes,No,DSL,Two year,20.55,No
Male,0,No,4,Yes,No,DSL,Month-to-month,19.65,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,70.2,No
Male,0,Yes,72,Yes,Yes,DSL,Two year,81,No
Male,0,Yes,21,Yes,Yes,DSL,One year,75.9,No
Female,0,Yes,71,Yes,Yes,DSL,Two year,24.7,No
Female,1,No,29,Yes,Yes,Fiber optic,Month-to-month,99.05,Yes
Female,1,No,69,Yes,Yes,Fiber optic,Two year,110.25,No
Female,0,No,64,Yes,Yes,DSL,Two year,85,No
Male,0,No,16,Yes,No,DSL,Month-to-month,19.75,No
Female,0,No,4,Yes,Yes,DSL,One year,23.9,No
Female,0,No,52,Yes,Yes,Fiber optic,One year,111.25,Yes
Male,0,No,2,Yes,No,DSL,Month-to-month,55.1,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,19.95,No
Male,0,No,18,No,No,DSL,Month-to-month,25.15,No
Female,0,No,2,Yes,Yes,DSL,Month-to-month,54.15,No
Female,0,No,19,Yes,No,DSL,Month-to-month,59.8,No
Female,0,No,40,Yes,Yes,Fiber optic,Month-to-month,83.85,No
Female,1,Yes,66,Yes,Yes,Fiber optic,One year,104.9,No
Male,0,No,21,Yes,Yes,Fiber optic,Month-to-month,75.3,No
Male,0,No,8,Yes,No,DSL,Month-to-month,66.65,No
Female,0,Yes,72,Yes,No,Fiber optic,Two year,109.5,No
Female,0,No,48,Yes,Yes,DSL,One year,73.85,No
Male,0,No,69,Yes,No,DSL,Two year,19.3,No
Male,0,No,72,Yes,Yes,Fiber optic,Two year,118.2,No
Female,0,No,14,Yes,No,DSL,One year,51.45,No
Male,0,No,6,Yes,No,DSL,Month-to-month,59.45,No
Female,0,Yes,8,Yes,No,DSL,Two year,19.5,No
Female,0,No,17,Yes,No,DSL,One year,19.55,No
Male,0,No,65,Yes,Yes,Fiber optic,One year,93.55,No
Female,0,Yes,57,Yes,No,DSL,One year,59.3,No
Male,0,No,13,Yes,Yes,Fiber optic,Month-to-month,102.25,Yes
Male,1,No,19,Yes,No,Fiber optic,Month-to-month,95.9,Yes
Female,0,No,56,Yes,Yes,Fiber optic,One year,109.8,No
Female,0,No,14,Yes,No,Fiber optic,Month-to-month,78.1,No
Male,0,No,52,No,No,DSL,Month-to-month,39.9,No
Female,0,No,58,Yes,No,DSL,Two year,64.9,No
Female,1,No,47,Yes,Yes,Fiber optic,Month-to-month,95.05,Yes
Female,0,No,67,No,No,DSL,Month-to-month,53.4,No
Male,0,No,2,No,No,DSL,Month-to-month,24.9,No
Male,1,No,6,Yes,No,DSL,Month-to-month,44.7,No
Male,0,Yes,71,Yes,Yes,Fiber optic,Two year,114,No
Female,0,Yes,46,Yes,No,DSL,Two year,20.25,No
Female,0,No,5,Yes,No,DSL,Month-to-month,53.85,Yes
Male,1,No,67,Yes,Yes,Fiber optic,Month-to-month,83.85,No
Male,0,Yes,3,Yes,No,DSL,Month-to-month,20.2,No
Female,0,No,3,Yes,No,DSL,Month-to-month,19.95,No
Male,1,No,52,Yes,Yes,Fiber optic,Month-to-month,104.2,Yes
Female,0,No,42,Yes,Yes,DSL,Month-to-month,50.25,Yes
Male,0,Yes,50,Yes,No,DSL,One year,20.35,No
Male,1,No,23,Yes,No,Fiber optic,Month-to-month,90,No
Female,0,Yes,67,No,No,DSL,Two year,54.2,No
Female,0,No,25,Yes,No,Fiber optic,Month-to-month,99.5,Yes
Female,1,No,39,Yes,No,Fiber optic,One year,99.1,No
Female,0,No,69,Yes,Yes,DSL,Two year,66.9,No
Female,0,No,1,No,No,DSL,One year,25.85,No
Male,0,No,32,Yes,No,Fiber optic,Month-to-month,91.05,No
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,71,Yes
Female,0,No,16,Yes,No,Fiber optic,Month-to-month,93.2,Yes
Male,0,Yes,60,Yes,No,DSL,Two year,20.95,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,109.2,No
Male,0,No,5,Yes,No,DSL,Month-to-month,19.35,Yes
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,85.8,No
Male,0,No,3,Yes,No,DSL,Month-to-month,19.85,Yes
Male,0,No,2,Yes,No,DSL,Month-to-month,19.65,No
Female,0,Yes,2,Yes,No,DSL,One year,20.5,No
Female,0,No,36,Yes,Yes,DSL,One year,89.65,No
Male,0,No,7,Yes,No,Fiber optic,Month-to-month,74.35,No
Female,1,No,60,No,No,DSL,Two year,49.45,No
Female,0,No,19,Yes,Yes,Fiber optic,Month-to-month,89.1,No
Male,1,No,45,Yes,Yes,DSL,Two year,75.15,No
Male,1,No,4,Yes,No,Fiber optic,Month-to-month,70.65,No
Female,0,Yes,31,Yes,Yes,Fiber optic,Month-to-month,104.2,Yes
Male,0,Yes,47,Yes,No,Fiber optic,Month-to-month,90.05,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,79.25,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,44.9,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,19.4,No
Female,1,Yes,59,Yes,Yes,Fiber optic,Month-to-month,88.75,No
Male,0,No,10,Yes,No,Fiber optic,Month-to-month,70.1,Yes
Male,1,No,35,Yes,Yes,Fiber optic,Month-to-month,91,No
Male,0,No,4,No,No,DSL,Month-to-month,29.65,Yes
Male,0,Yes,32,Yes,No,Fiber optic,One year,90.8,No
Male,0,No,43,Yes,Yes,Fiber optic,Month-to-month,77.85,Yes
Male,0,No,4,Yes,No,DSL,Month-to-month,54.3,Yes
Female,1,No,54,Yes,No,DSL,Two year,18.95,No
Female,1,No,11,Yes,Yes,Fiber optic,Month-to-month,95.15,Yes
Female,1,No,66,Yes,Yes,Fiber optic,Two year,102.4,No
Male,0,Yes,61,Yes,Yes,Fiber optic,One year,99.9,No
Male,0,Yes,72,Yes,Yes,DSL,Two year,88.7,No
Male,0,Yes,44,No,No,DSL,One year,54.3,No
Male,0,No,41,Yes,Yes,DSL,Month-to-month,55.7,No
Male,0,No,50,Yes,Yes,Fiber optic,One year,103.95,No
Male,0,No,47,Yes,Yes,Fiber optic,One year,110.85,Yes
Male,0,Yes,8,Yes,No,DSL,Two year,20.15,No
Male,0,No,18,Yes,No,DSL,Month-to-month,20.05,No
Male,0,Yes,72,Yes,Yes,DSL,Two year,91.95,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,80.5,Yes
Female,1,No,42,Yes,Yes,DSL,Month-to-month,55.65,No
Female,1,No,18,Yes,No,Fiber optic,Month-to-month,74.7,No
Female,0,Yes,13,Yes,Yes,Fiber optic,One year,104.15,No
Female,0,Yes,68,Yes,Yes,Fiber optic,One year,83.65,No
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,72.2,Yes
Male,0,No,69,Yes,Yes,Fiber optic,Two year,110.05,No
Male,0,No,17,Yes,No,DSL,Month-to-month,51.5,Yes
Male,0,Yes,25,Yes,Yes,DSL,Two year,25.5,No
Male,1,No,43,Yes,No,Fiber optic,Month-to-month,89.55,Yes
Female,0,Yes,59,Yes,No,DSL,Two year,19.5,No
Female,1,No,5,Yes,No,Fiber optic,Month-to-month,80.7,No
Male,0,Yes,21,Yes,Yes,DSL,One year,77.5,Yes
Female,0,Yes,69,Yes,Yes,Fiber optic,One year,105.1,No
Male,0,No,13,No,No,DSL,Month-to-month,25.15,No
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,95.25,Yes
Male,0,No,52,Yes,Yes,Fiber optic,Month-to-month,95.65,No
Male,1,No,46,Yes,No,Fiber optic,Month-to-month,85,Yes
Male,0,No,61,Yes,Yes,DSL,Two year,80.8,No
Male,0,No,29,No,No,DSL,One year,24.85,No
Female,0,Yes,25,Yes,No,DSL,One year,54.75,No
Female,0,Yes,5,Yes,No,Fiber optic,Month-to-month,85.75,Yes
Male,0,No,15,No,No,DSL,One year,50.75,No
Female,0,Yes,19,Yes,No,DSL,Two year,20.15,No
Male,0,No,44,Yes,No,DSL,Two year,20.05,No
Female,1,No,6,Yes,Yes,Fiber optic,Month-to-month,98.25,Yes
Male,0,Yes,58,Yes,Yes,DSL,Two year,71.6,No
Male,0,Yes,62,Yes,No,Fiber optic,One year,81.45,No
Female,0,Yes,70,No,No,DSL,One year,58.4,No
Female,1,No,1,No,No,DSL,Month-to-month,25.7,Yes
Male,0,Yes,10,No,No,DSL,Two year,53.7,No
Male,0,No,26,Yes,No,DSL,One year,19.6,No
Male,0,No,66,Yes,Yes,Fiber optic,Month-to-month,89.4,No
Female,0,Yes,7,Yes,No,Fiber optic,Month-to-month,69,Yes
Male,0,Yes,51,Yes,Yes,Fiber optic,One year,84.2,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,106.1,No
Male,0,No,65,Yes,Yes,DSL,Two year,25.75,No
Male,0,No,2,Yes,No,DSL,Month-to-month,46.05,Yes
Male,0,Yes,70,Yes,Yes,DSL,One year,64.95,No
Male,0,No,72,Yes,Yes,DSL,Two year,85.45,No
Female,0,Yes,1,Yes,No,DSL,Month-to-month,20.05,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,76.4,Yes
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,100.5,Yes
Male,0,No,3,Yes,No,DSL,Month-to-month,20.7,No
Male,0,No,58,Yes,Yes,DSL,Two year,25.3,No
Male,1,Yes,22,No,No,DSL,Month-to-month,40.05,Yes
Male,1,No,33,Yes,Yes,Fiber optic,Month-to-month,100.6,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,69.95,Yes
Male,1,No,54,Yes,Yes,Fiber optic,Month-to-month,74,No
Male,0,No,72,Yes,Yes,Fiber optic,Two year,99.4,No
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,93.3,Yes
Male,0,No,3,Yes,No,DSL,Month-to-month,49.15,Yes
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,107.45,No
Female,0,Yes,72,Yes,Yes,DSL,Two year,83.6,No
Male,1,No,54,Yes,Yes,Fiber optic,Month-to-month,99.05,No
Female,0,No,59,Yes,Yes,DSL,One year,80.1,No
Male,0,No,54,Yes,No,DSL,Two year,65.3,No
Male,0,No,60,Yes,Yes,Fiber optic,Two year,89.55,No
Female,0,No,60,No,No,DSL,Two year,60.8,No
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,74.5,No
Female,0,No,69,Yes,Yes,Fiber optic,Two year,99.15,No
Female,0,Yes,1,Yes,No,DSL,Month-to-month,19.25,No
Male,0,Yes,50,No,No,DSL,Month-to-month,39.45,No
Female,0,No,56,No,No,DSL,Month-to-month,44.85,No
Female,0,No,60,Yes,No,Fiber optic,Two year,97.2,No
Male,1,No,69,Yes,Yes,Fiber optic,One year,110.55,No
Female,0,No,1,No,No,DSL,Month-to-month,35.05,Yes
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,73,Yes
Female,0,No,3,Yes,No,DSL,Month-to-month,19.9,No
Male,0,Yes,60,Yes,No,DSL,Two year,76.95,No
Female,0,No,13,No,No,DSL,Two year,35.4,No
Male,0,Yes,62,Yes,No,DSL,Two year,20.45,No
Female,0,No,45,Yes,Yes,Fiber optic,One year,96.75,No
Female,0,No,25,No,No,DSL,One year,54.2,No
Male,0,No,44,Yes,No,Fiber optic,Two year,100.1,No
Female,0,No,2,Yes,No,DSL,Month-to-month,45.25,No
Male,1,No,33,Yes,Yes,Fiber optic,Month-to-month,83.85,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.1,Yes
Female,0,No,22,Yes,No,DSL,One year,20.85,No
Female,0,No,35,No,No,DSL,Month-to-month,33.45,No
Female,0,Yes,29,Yes,No,DSL,Two year,20.2,No
Male,1,No,27,Yes,Yes,Fiber optic,One year,85.9,No
Male,0,Yes,54,Yes,No,DSL,One year,61,No
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,70.65,Yes
Male,0,No,57,Yes,Yes,Fiber optic,One year,86.9,No
Male,0,No,62,Yes,Yes,DSL,Two year,69.4,No
Female,0,Yes,15,Yes,No,DSL,One year,20.35,No
Male,0,No,2,Yes,No,DSL,Month-to-month,20.35,Yes
Female,0,No,70,Yes,Yes,Fiber optic,Two year,104.3,No
Female,0,Yes,21,Yes,No,DSL,Month-to-month,44.95,No
Female,0,Yes,23,Yes,No,DSL,One year,49.45,No
Male,0,No,6,Yes,No,DSL,One year,20.6,No
Male,0,Yes,4,Yes,No,DSL,Two year,19.55,No
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,99,Yes
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,93.5,No
Male,0,No,26,No,No,DSL,One year,54.55,No
Female,0,Yes,8,Yes,No,DSL,Month-to-month,20.05,No
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,83.95,Yes
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,79.45,No
Male,0,No,67,Yes,Yes,Fiber optic,Two year,116.2,Yes
Female,0,No,71,Yes,Yes,Fiber optic,Two year,93.7,Yes
Female,0,No,59,Yes,Yes,DSL,One year,79.85,No
Male,0,Yes,39,Yes,Yes,Fiber optic,One year,100,No
Male,0,Yes,21,Yes,No,DSL,Two year,19.6,No
Male,0,No,1,Yes,No,DSL,Month-to-month,19.7,Yes
Female,0,Yes,48,Yes,No,DSL,Two year,20.2,No
Female,1,No,31,No,No,DSL,One year,50.4,No
Female,0,Yes,64,Yes,Yes,Fiber optic,One year,113.35,No
Male,0,Yes,46,Yes,Yes,Fiber optic,Month-to-month,80,No
Female,0,No,52,Yes,Yes,DSL,Two year,80.95,No
Female,0,Yes,67,Yes,Yes,DSL,Two year,24.9,No
Female,1,No,67,Yes,Yes,DSL,Month-to-month,54.9,No
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,75.55,Yes
Female,0,No,71,Yes,Yes,Fiber optic,Two year,109.25,No
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,77.65,Yes
Female,1,No,26,Yes,Yes,Fiber optic,Month-to-month,95,Yes
Male,0,No,71,Yes,Yes,Fiber optic,One year,116.3,No
Female,0,No,32,Yes,No,DSL,Month-to-month,19.9,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,70.35,No
Female,0,No,71,Yes,Yes,DSL,Two year,25.6,No
Female,0,No,60,No,No,DSL,One year,44.45,No
Female,1,No,55,Yes,Yes,Fiber optic,One year,100.15,No
Male,0,No,54,Yes,No,Fiber optic,One year,105.4,Yes
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,95.85,Yes
Female,0,No,6,Yes,Yes,Fiber optic,Month-to-month,73.85,No
Female,0,Yes,48,Yes,No,DSL,Two year,70.1,No
Male,0,Yes,63,Yes,Yes,DSL,Two year,25.25,No
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,79.15,Yes
Male,0,Yes,12,Yes,No,DSL,Month-to-month,21.05,No
Male,1,No,54,No,No,DSL,Month-to-month,24.95,No
Female,0,Yes,30,Yes,No,DSL,One year,64.5,No
Female,0,No,30,Yes,No,DSL,Month-to-month,19.65,Yes
Female,0,No,4,Yes,No,Fiber optic,Month-to-month,79,Yes
Female,0,No,40,Yes,Yes,Fiber optic,One year,105.95,No
Female,0,Yes,9,Yes,No,Fiber optic,Month-to-month,75.85,No
Female,0,Yes,17,Yes,No,Fiber optic,Month-to-month,91.85,Yes
Female,0,No,62,No,No,DSL,Two year,43.6,No
Male,0,No,28,Yes,No,Fiber optic,One year,91.25,No
Female,0,No,70,Yes,Yes,DSL,Two year,89.75,No
Female,0,No,46,Yes,No,Fiber optic,Two year,104.4,No
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,90.15,No
Male,0,Yes,47,No,No,DSL,One year,40.3,No
Male,0,Yes,68,Yes,No,Fiber optic,Two year,105.25,No
Female,1,No,60,Yes,Yes,Fiber optic,One year,106,Yes
Female,0,Yes,67,Yes,Yes,Fiber optic,Two year,104,No
Female,0,No,14,Yes,No,DSL,Month-to-month,69.65,No
Male,0,Yes,57,Yes,Yes,Fiber optic,Month-to-month,74.3,No
Female,0,Yes,55,Yes,Yes,Fiber optic,One year,100.9,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.25,No
Male,0,Yes,1,Yes,No,DSL,Month-to-month,49.9,Yes
Male,0,No,23,Yes,Yes,Fiber optic,Month-to-month,96.9,No
Female,0,No,13,Yes,Yes,Fiber optic,Month-to-month,100.35,Yes
Male,0,No,47,Yes,Yes,Fiber optic,Month-to-month,104.1,No
Male,0,No,38,Yes,No,DSL,One year,20.1,No
Female,1,No,38,Yes,Yes,Fiber optic,Month-to-month,74.95,Yes
Female,1,No,2,Yes,Yes,DSL,Month-to-month,56.55,No
Male,1,Yes,1,Yes,No,DSL,Month-to-month,49.25,Yes
Male,0,No,15,Yes,No,Fiber optic,Month-to-month,68.6,No
Female,0,No,26,Yes,No,Fiber optic,Month-to-month,69.05,No
Female,0,Yes,35,Yes,No,DSL,Two year,19.7,No
Male,0,Yes,3,Yes,No,DSL,Month-to-month,20.05,No
Male,0,Yes,50,Yes,Yes,Fiber optic,Month-to-month,103.7,Yes
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,94.4,No
Male,0,No,10,Yes,No,DSL,Month-to-month,54.95,No
Female,0,No,61,Yes,No,Fiber optic,One year,93.7,No
Female,0,No,68,Yes,Yes,Fiber optic,Two year,110.25,No
Male,0,No,10,Yes,No,Fiber optic,One year,98.9,No
Male,0,No,65,Yes,Yes,Fiber optic,One year,89.75,Yes
Female,0,Yes,72,Yes,No,DSL,Two year,80.45,No
Male,0,Yes,55,Yes,No,Fiber optic,Month-to-month,79.4,No
Female,0,No,1,Yes,No,DSL,Month-to-month,20.3,Yes
Female,0,No,7,Yes,No,DSL,Month-to-month,62.8,No
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,74.9,No
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,74.85,No
Male,0,Yes,27,Yes,Yes,DSL,Two year,25.85,No
Male,1,No,7,Yes,Yes,Fiber optic,Month-to-month,101.95,Yes
Female,0,No,64,Yes,No,DSL,Two year,68.3,No
Male,0,No,70,No,No,DSL,Two year,48.4,No
Male,1,No,2,Yes,Yes,Fiber optic,Month-to-month,94,Yes
Male,1,No,67,Yes,No,Fiber optic,Two year,105.05,No
Female,0,No,45,Yes,Yes,Fiber optic,Month-to-month,89.3,Yes
Female,0,No,24,Yes,Yes,DSL,Two year,25.15,No
Male,0,Yes,4,Yes,No,DSL,Two year,19.5,No
Male,0,Yes,44,Yes,No,Fiber optic,Month-to-month,92.95,No
Female,0,Yes,72,Yes,No,DSL,Two year,20.7,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,74.3,Yes
Male,0,No,66,Yes,No,DSL,Two year,19.35,No
Male,0,No,1,No,No,DSL,Month-to-month,44.65,Yes
Male,0,Yes,13,Yes,No,Fiber optic,Month-to-month,84.05,Yes
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,80.7,Yes
Male,1,No,65,Yes,Yes,Fiber optic,Month-to-month,104.35,No
Male,0,Yes,1,Yes,No,DSL,Month-to-month,19.55,No
Male,0,Yes,38,Yes,No,DSL,One year,74.05,No
Male,0,Yes,23,No,No,DSL,Two year,40.1,No
Female,0,No,10,Yes,No,DSL,One year,20.1,No
Male,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,101.7,Yes
Male,0,Yes,72,Yes,Yes,DSL,Two year,83.55,No
Female,0,No,35,Yes,No,DSL,Month-to-month,56.85,No
Female,0,No,1,Yes,No,DSL,Month-to-month,20.4,Yes
Female,0,Yes,58,Yes,No,DSL,Two year,19.55,No
Male,0,Yes,70,Yes,No,Fiber optic,One year,106.15,No
Male,0,Yes,38,Yes,Yes,DSL,One year,78.95,No
Female,0,Yes,60,No,No,DSL,Month-to-month,49.75,No
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,92.4,No
Female,0,No,8,Yes,No,DSL,One year,58.2,No
Male,0,Yes,41,Yes,Yes,Fiber optic,One year,102.6,Yes
Female,1,No,36,Yes,Yes,Fiber optic,Month-to-month,91.95,No
Male,1,No,54,Yes,No,DSL,One year,65.25,No
Male,0,Yes,71,Yes,Yes,Fiber optic,Two year,106,Yes
Female,0,No,55,Yes,Yes,Fiber optic,Month-to-month,73.1,No
Female,0,No,72,Yes,Yes,DSL,Two year,59.75,No
Female,0,Yes,3,Yes,No,DSL,Month-to-month,55.1,Yes
Female,0,Yes,54,Yes,Yes,DSL,Two year,59.8,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,116.6,No
Male,0,No,52,Yes,Yes,Fiber optic,Two year,109.3,No
Female,1,No,60,Yes,Yes,Fiber optic,One year,101.4,No
Female,0,No,39,No,No,DSL,Month-to-month,50.65,No
Female,0,No,15,Yes,No,DSL,One year,56.15,No
Male,0,No,69,Yes,Yes,Fiber optic,Two year,106.5,Yes
Male,0,Yes,43,Yes,No,DSL,One year,19.2,No
Female,1,No,63,Yes,Yes,DSL,One year,83,No
Male,1,No,2,Yes,No,Fiber optic,Month-to-month,70.1,No
Female,0,Yes,72,Yes,No,Fiber optic,Two year,108.3,No
Female,0,Yes,32,Yes,Yes,Fiber optic,Month-to-month,91.05,Yes
Male,0,Yes,40,Yes,Yes,DSL,Two year,25.25,No
Female,0,No,58,No,No,DSL,One year,45.35,No
Male,0,No,67,No,No,DSL,Two year,43.9,No
Female,1,No,51,Yes,Yes,Fiber optic,Month-to-month,77.5,Yes
Male,0,No,31,Yes,Yes,DSL,One year,79.3,No
Male,1,No,69,Yes,Yes,Fiber optic,Month-to-month,84.9,No
Male,0,No,32,Yes,Yes,Fiber optic,One year,79.25,No
Female,0,No,21,Yes,No,DSL,Two year,71.05,No
Male,0,No,52,Yes,No,DSL,One year,53.75,No
Female,0,Yes,72,Yes,Yes,DSL,Two year,24.25,No
Female,0,No,72,No,No,DSL,Two year,54.2,Yes
Male,0,Yes,52,No,No,DSL,One year,44.25,No
Female,0,No,41,Yes,No,DSL,One year,50.05,No
Male,0,No,41,Yes,No,DSL,Two year,20.15,No
Female,0,No,6,Yes,No,Fiber optic,Month-to-month,69.25,Yes
Male,0,Yes,67,Yes,Yes,DSL,One year,69.35,No
Female,0,Yes,16,Yes,No,DSL,Month-to-month,19.35,No
Male,0,No,17,Yes,No,DSL,Two year,19.15,No
Male,0,No,35,Yes,No,DSL,Month-to-month,61,No
Female,0,Yes,58,Yes,No,DSL,Two year,20.5,No
Male,0,No,1,Yes,No,DSL,Month-to-month,50.5,Yes
Male,0,Yes,52,No,No,DSL,Two year,50.2,No
Female,0,No,70,Yes,No,DSL,Two year,79.6,No
Female,0,Yes,19,Yes,Yes,DSL,Two year,24.9,No
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,74.4,Yes
Female,0,Yes,35,Yes,No,Fiber optic,Month-to-month,106.9,No
Female,0,No,32,Yes,Yes,Fiber optic,Month-to-month,101.35,No
Female,0,Yes,17,Yes,No,DSL,Month-to-month,55.35,No
Female,0,Yes,67,Yes,No,DSL,One year,50.55,No
Female,0,No,9,Yes,No,DSL,Month-to-month,19.5,No
Male,0,Yes,31,Yes,Yes,DSL,One year,79.45,Yes
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,90.65,No
Male,1,Yes,58,Yes,Yes,Fiber optic,One year,89.85,No
Male,0,No,60,Yes,No,DSL,One year,79,No
Male,0,No,58,Yes,Yes,Fiber optic,One year,104.65,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,19.55,No
Female,0,Yes,27,Yes,No,DSL,Two year,19.9,No
Male,1,Yes,66,Yes,Yes,Fiber optic,One year,116.25,No
Male,0,No,15,Yes,Yes,Fiber optic,Month-to-month,87.75,No
Male,1,No,47,Yes,Yes,Fiber optic,Month-to-month,100.05,Yes
Female,0,No,41,Yes,Yes,Fiber optic,Month-to-month,81.3,No
Male,0,No,59,No,No,DSL,Month-to-month,44.3,No
Female,0,Yes,50,Yes,No,Fiber optic,Two year,70.35,No
Male,0,Yes,17,No,No,DSL,One year,44.45,No
Male,0,Yes,6,Yes,No,DSL,Month-to-month,49.15,No
Male,1,No,51,No,No,DSL,Month-to-month,29.45,No
Male,0,No,44,Yes,No,Fiber optic,Month-to-month,100.55,Yes
Male,0,No,49,Yes,No,Fiber optic,Month-to-month,85.3,No
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,95.65,Yes
Male,0,No,59,Yes,Yes,DSL,One year,69.1,No
Male,1,No,50,Yes,Yes,DSL,Month-to-month,70.35,No
Female,0,Yes,59,Yes,No,DSL,Two year,20.6,No
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,74.15,No
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,75.05,No
Male,0,No,14,Yes,No,DSL,One year,44.6,No
Male,0,No,35,Yes,No,DSL,Two year,21.45,No
Male,0,Yes,8,Yes,No,DSL,One year,43.45,No
Male,0,Yes,18,Yes,No,DSL,One year,20.05,No
Female,0,Yes,60,Yes,Yes,Fiber optic,One year,94.15,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,94.4,Yes
Female,0,No,6,Yes,No,DSL,Two year,19.55,No
Female,0,Yes,19,Yes,Yes,DSL,Month-to-month,75.9,No
Male,0,Yes,53,Yes,Yes,DSL,One year,64.15,No
Male,1,No,72,Yes,Yes,Fiber optic,Two year,109.55,No
Female,0,No,60,Yes,Yes,Fiber optic,Two year,110.8,No
Female,0,No,1,Yes,No,DSL,Month-to-month,55,Yes
Female,0,Yes,13,Yes,No,DSL,Month-to-month,53.45,No
Female,0,Yes,5,Yes,No,Fiber optic,Month-to-month,69.95,No
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,101.45,Yes
Male,0,Yes,13,Yes,No,Fiber optic,Month-to-month,97,No
Male,0,No,37,Yes,Yes,DSL,One year,90.6,No
Male,0,No,64,Yes,No,Fiber optic,Month-to-month,73.55,No
Female,0,No,5,Yes,Yes,DSL,Month-to-month,67.95,Yes
Female,0,No,61,Yes,Yes,Fiber optic,Two year,94.35,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,69.5,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,18.85,Yes
Male,0,No,26,Yes,No,DSL,One year,19.4,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,69.2,Yes
Male,0,No,24,Yes,No,DSL,Two year,19.75,No
Male,0,No,17,No,No,DSL,One year,54.6,No
Female,0,Yes,26,No,No,DSL,Month-to-month,29.8,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,69.65,Yes
Male,1,No,40,Yes,Yes,Fiber optic,Month-to-month,101.85,Yes
Male,0,No,52,Yes,Yes,Fiber optic,Month-to-month,103.05,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,82.3,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,20.3,No
